Epoch: 1, Loss: 2531.24853515625, Eval Loss: 1822.36669921875
Epoch: 2, Loss: 1084.2802734375, Eval Loss: 615.7474365234375
Epoch: 3, Loss: 382.6861572265625, Eval Loss: 235.5548553466797
Epoch: 4, Loss: 156.02735900878906, Eval Loss: 109.51264190673828
Epoch: 5, Loss: 77.36824035644531, Eval Loss: 65.1461181640625
Epoch: 6, Loss: 50.41243362426758, Eval Loss: 44.46234893798828
Epoch: 7, Loss: 38.79768753051758, Eval Loss: 42.664310455322266
Epoch: 8, Loss: 29.130573272705078, Eval Loss: 28.85625648498535
Epoch: 9, Loss: 25.20168113708496, Eval Loss: 23.160404205322266
Epoch: 10, Loss: 19.436336517333984, Eval Loss: 22.075387954711914
Epoch: 11, Loss: 16.22138214111328, Eval Loss: 17.042367935180664
Epoch: 12, Loss: 13.967181205749512, Eval Loss: 18.566740036010742
Epoch: 13, Loss: 14.179357528686523, Eval Loss: 17.69976234436035
Epoch: 14, Loss: 12.34973430633545, Eval Loss: 14.753680229187012
Epoch: 15, Loss: 11.947071075439453, Eval Loss: 18.270931243896484
Epoch: 16, Loss: 8.382384300231934, Eval Loss: 12.993768692016602
Epoch: 17, Loss: 9.155689239501953, Eval Loss: 15.174221992492676
Epoch: 18, Loss: 8.579987525939941, Eval Loss: 13.655261993408203
Epoch: 19, Loss: 7.683554172515869, Eval Loss: 15.145649909973145
Epoch: 20, Loss: 6.418795108795166, Eval Loss: 12.008580207824707
Epoch: 21, Loss: 6.812037467956543, Eval Loss: 13.232500076293945
Epoch: 22, Loss: 6.196638584136963, Eval Loss: 11.485164642333984
Epoch: 23, Loss: 6.587357997894287, Eval Loss: 14.374968528747559
Epoch: 24, Loss: 6.471565246582031, Eval Loss: 12.835661888122559
Epoch: 25, Loss: 5.800189971923828, Eval Loss: 11.130377769470215
Epoch: 26, Loss: 5.127621173858643, Eval Loss: 14.613093376159668
Epoch: 27, Loss: 5.572861194610596, Eval Loss: 13.433845520019531
Epoch: 28, Loss: 5.648416996002197, Eval Loss: 11.014448165893555
Epoch: 29, Loss: 5.661989688873291, Eval Loss: 11.275097846984863
Epoch: 30, Loss: 5.296635150909424, Eval Loss: 12.873693466186523
Epoch: 31, Loss: 5.330135345458984, Eval Loss: 13.461894989013672
Epoch: 32, Loss: 5.493353366851807, Eval Loss: 11.011306762695312
Epoch: 33, Loss: 3.704252243041992, Eval Loss: 9.87458610534668
Epoch: 34, Loss: 2.749988079071045, Eval Loss: 9.809406280517578
Epoch: 35, Loss: 3.0435547828674316, Eval Loss: 10.317106246948242
Epoch: 36, Loss: 2.756281614303589, Eval Loss: 8.994626998901367
Epoch: 37, Loss: 2.7971272468566895, Eval Loss: 9.072752952575684
Epoch: 38, Loss: 2.587947130203247, Eval Loss: 10.246659278869629
Epoch: 39, Loss: 3.2106709480285645, Eval Loss: 9.341523170471191
Epoch: 40, Loss: 2.8860483169555664, Eval Loss: 9.306641578674316
Epoch: 41, Loss: 2.261160373687744, Eval Loss: 10.004135131835938
Epoch: 42, Loss: 3.061037063598633, Eval Loss: 9.758569717407227
Epoch: 43, Loss: 2.9825780391693115, Eval Loss: 10.496194839477539
Epoch: 44, Loss: 2.9693398475646973, Eval Loss: 9.718119621276855
Epoch: 45, Loss: 2.9697036743164062, Eval Loss: 10.341952323913574
Epoch: 46, Loss: 3.42763352394104, Eval Loss: 9.38892936706543
Epoch: 47, Loss: 2.576808452606201, Eval Loss: 8.986459732055664
Epoch: 48, Loss: 2.7700889110565186, Eval Loss: 9.807933807373047
Epoch: 49, Loss: 2.125370979309082, Eval Loss: 8.964564323425293
Epoch: 50, Loss: 2.1045711040496826, Eval Loss: 8.321454048156738
Epoch: 51, Loss: 1.7111161947250366, Eval Loss: 7.907796382904053
Epoch: 52, Loss: 1.5766122341156006, Eval Loss: 8.393760681152344
Epoch: 53, Loss: 1.6958800554275513, Eval Loss: 8.575581550598145
Epoch: 54, Loss: 2.2836685180664062, Eval Loss: 11.099815368652344
Epoch: 55, Loss: 2.4202659130096436, Eval Loss: 8.83364486694336
Epoch: 56, Loss: 1.9519569873809814, Eval Loss: 8.983610153198242
Epoch: 57, Loss: 1.742713212966919, Eval Loss: 8.015728950500488
Epoch: 58, Loss: 1.7520439624786377, Eval Loss: 8.752641677856445
Epoch: 59, Loss: 2.084815740585327, Eval Loss: 8.804340362548828
Epoch: 60, Loss: 2.349141836166382, Eval Loss: 9.686047554016113
Epoch: 61, Loss: 2.572521924972534, Eval Loss: 8.820584297180176
Epoch: 62, Loss: 2.433300256729126, Eval Loss: 8.841334342956543
Epoch: 63, Loss: 2.1785788536071777, Eval Loss: 9.120795249938965
Epoch: 64, Loss: 2.126659393310547, Eval Loss: 8.619571685791016
Epoch: 65, Loss: 1.736566424369812, Eval Loss: 8.257391929626465
Epoch: 66, Loss: 1.8351246118545532, Eval Loss: 8.80420970916748
Epoch: 67, Loss: 1.7360433340072632, Eval Loss: 8.349802017211914
Epoch: 68, Loss: 1.7404896020889282, Eval Loss: 8.036903381347656
Epoch: 69, Loss: 1.3384186029434204, Eval Loss: 8.034255981445312
Epoch: 70, Loss: 351.8302307128906, Eval Loss: 561.9616088867188
Epoch: 71, Loss: 544.204833984375, Eval Loss: 539.3504028320312
Epoch: 72, Loss: 536.3688354492188, Eval Loss: 546.3054809570312
Epoch: 73, Loss: 539.010498046875, Eval Loss: 539.2051391601562
Epoch: 74, Loss: 538.59326171875, Eval Loss: 537.28564453125
Epoch: 75, Loss: 538.457763671875, Eval Loss: 540.8632202148438
Epoch: 76, Loss: 538.0885620117188, Eval Loss: 537.6767578125
Epoch: 77, Loss: 537.3720703125, Eval Loss: 537.7742309570312
Epoch: 78, Loss: 536.6604614257812, Eval Loss: 536.8009643554688
Epoch: 79, Loss: 538.008056640625, Eval Loss: 537.7406005859375
Epoch: 80, Loss: 535.6767578125, Eval Loss: 544.970947265625
Epoch: 81, Loss: 536.2100219726562, Eval Loss: 539.4092407226562
Epoch: 82, Loss: 537.0259399414062, Eval Loss: 542.1354370117188
Epoch: 83, Loss: 537.6285400390625, Eval Loss: 537.838623046875
Epoch: 84, Loss: 536.4324951171875, Eval Loss: 539.1655883789062
Epoch: 85, Loss: 537.56689453125, Eval Loss: 536.5263061523438
Epoch: 86, Loss: 536.09130859375, Eval Loss: 538.3468627929688
Epoch: 87, Loss: 536.5347290039062, Eval Loss: 537.2631225585938
Epoch: 88, Loss: 535.5884399414062, Eval Loss: 537.8134765625
Epoch: 89, Loss: 535.8619384765625, Eval Loss: 537.3167114257812
Epoch: 90, Loss: 537.9843139648438, Eval Loss: 536.9334106445312
Epoch: 91, Loss: 537.2621459960938, Eval Loss: 536.6209716796875
Epoch: 92, Loss: 536.2549438476562, Eval Loss: 537.2421875
Epoch: 93, Loss: 337.0886535644531, Eval Loss: 241.6436767578125
Epoch: 94, Loss: 223.87753295898438, Eval Loss: 222.61346435546875
Epoch: 95, Loss: 216.2707977294922, Eval Loss: 218.95230102539062
Epoch: 96, Loss: 211.24261474609375, Eval Loss: 208.0021514892578
Epoch: 97, Loss: 195.00672912597656, Eval Loss: 204.45062255859375
Epoch: 98, Loss: 177.34310913085938, Eval Loss: 164.67955017089844
Epoch: 99, Loss: 143.31954956054688, Eval Loss: 138.5990753173828
Epoch: 100, Loss: 127.42410278320312, Eval Loss: 126.93592834472656
Epoch: 101, Loss: 119.78004455566406, Eval Loss: 120.66026306152344
Epoch: 102, Loss: 111.16278839111328, Eval Loss: 111.78366088867188
Epoch: 103, Loss: 104.39849853515625, Eval Loss: 107.11749267578125
Epoch: 104, Loss: 87.23787689208984, Eval Loss: 89.25359344482422
Epoch: 105, Loss: 81.26994323730469, Eval Loss: 89.16767120361328
Epoch: 106, Loss: 75.17655944824219, Eval Loss: 80.49917602539062
Epoch: 107, Loss: 67.62846374511719, Eval Loss: 79.46078491210938
Epoch: 108, Loss: 62.25570297241211, Eval Loss: 71.20713806152344
Epoch: 109, Loss: 60.926822662353516, Eval Loss: 70.95733642578125
Epoch: 110, Loss: 58.102481842041016, Eval Loss: 70.38556671142578
Epoch: 111, Loss: 55.19938278198242, Eval Loss: 62.90974807739258
Epoch: 112, Loss: 51.44085693359375, Eval Loss: 58.440086364746094
Epoch: 113, Loss: 46.73323440551758, Eval Loss: 59.34379577636719
Epoch: 114, Loss: 42.70241165161133, Eval Loss: 51.341007232666016
Epoch: 115, Loss: 38.10139846801758, Eval Loss: 51.903564453125
Epoch: 116, Loss: 35.18606185913086, Eval Loss: 45.687416076660156
Epoch: 117, Loss: 33.13103103637695, Eval Loss: 42.440704345703125
Epoch: 118, Loss: 29.252620697021484, Eval Loss: 38.435272216796875
Epoch: 119, Loss: 24.834491729736328, Eval Loss: 36.58536911010742
Epoch: 120, Loss: 22.064054489135742, Eval Loss: 34.547874450683594
Epoch: 121, Loss: 19.660017013549805, Eval Loss: 33.617210388183594
Epoch: 122, Loss: 17.22734260559082, Eval Loss: 29.892187118530273
Epoch: 123, Loss: 16.787288665771484, Eval Loss: 32.10919189453125
Epoch: 124, Loss: 15.411396980285645, Eval Loss: 30.085391998291016
Epoch: 125, Loss: 13.333331108093262, Eval Loss: 27.090547561645508
Epoch: 126, Loss: 11.544962882995605, Eval Loss: 27.334671020507812
Epoch: 127, Loss: 10.956353187561035, Eval Loss: 26.74821662902832
Epoch: 128, Loss: 10.36616325378418, Eval Loss: 25.231632232666016
Epoch: 129, Loss: 9.199177742004395, Eval Loss: 25.543230056762695
Epoch: 130, Loss: 8.788399696350098, Eval Loss: 25.58811378479004
Epoch: 131, Loss: 7.986353397369385, Eval Loss: 24.75911521911621
Epoch: 132, Loss: 7.1799211502075195, Eval Loss: 24.33669090270996
Epoch: 133, Loss: 6.595387935638428, Eval Loss: 25.09147834777832
Epoch: 134, Loss: 6.234100818634033, Eval Loss: 23.893177032470703
Epoch: 135, Loss: 5.867674827575684, Eval Loss: 23.849571228027344
Epoch: 136, Loss: 5.311053276062012, Eval Loss: 23.67702293395996
Epoch: 137, Loss: 4.930099010467529, Eval Loss: 22.82663917541504
Epoch: 138, Loss: 4.595654487609863, Eval Loss: 21.904144287109375
Epoch: 139, Loss: 4.273913383483887, Eval Loss: 22.412181854248047
Epoch: 140, Loss: 3.8566911220550537, Eval Loss: 22.352930068969727
Epoch: 141, Loss: 3.657249927520752, Eval Loss: 22.034099578857422
Epoch: 142, Loss: 3.3966004848480225, Eval Loss: 21.87451934814453
Epoch: 143, Loss: 3.0235908031463623, Eval Loss: 21.651742935180664
Epoch: 144, Loss: 2.8037126064300537, Eval Loss: 21.875070571899414
Epoch: 145, Loss: 2.686469793319702, Eval Loss: 21.679597854614258
Epoch: 146, Loss: 2.496805429458618, Eval Loss: 21.74211311340332
Epoch: 147, Loss: 2.348068952560425, Eval Loss: 21.69089126586914
Epoch: 148, Loss: 2.178701639175415, Eval Loss: 21.67889976501465
Epoch: 149, Loss: 2.06931471824646, Eval Loss: 21.609325408935547
Epoch: 150, Loss: 1.954817771911621, Eval Loss: 21.5137996673584
Epoch: 151, Loss: 1.7940492630004883, Eval Loss: 21.391597747802734
Epoch: 152, Loss: 1.7006789445877075, Eval Loss: 21.394651412963867
Epoch: 153, Loss: 1.6277166604995728, Eval Loss: 21.292085647583008
Epoch: 154, Loss: 1.5323565006256104, Eval Loss: 21.225980758666992
Epoch: 155, Loss: 1.4729743003845215, Eval Loss: 21.21750831604004
Epoch: 156, Loss: 1.4243665933609009, Eval Loss: 21.2779483795166
Epoch: 157, Loss: 1.3495758771896362, Eval Loss: 21.149539947509766
Epoch: 158, Loss: 1.3013155460357666, Eval Loss: 21.254539489746094
Epoch: 159, Loss: 1.2607378959655762, Eval Loss: 21.228981018066406
Epoch: 160, Loss: 1.2174012660980225, Eval Loss: 21.1766357421875
Epoch: 161, Loss: 1.1943453550338745, Eval Loss: 21.2511043548584
Epoch: 162, Loss: 1.156015396118164, Eval Loss: 21.189603805541992
Epoch: 163, Loss: 1.1179426908493042, Eval Loss: 21.175474166870117
Epoch: 164, Loss: 1.085973858833313, Eval Loss: 21.123207092285156
Epoch: 165, Loss: 1.075326919555664, Eval Loss: 21.12680435180664
Epoch: 166, Loss: 1.0506830215454102, Eval Loss: 21.141090393066406
Epoch: 167, Loss: 1.0304906368255615, Eval Loss: 21.180578231811523
Epoch: 168, Loss: 1.0124702453613281, Eval Loss: 21.151384353637695
Epoch: 169, Loss: 0.9985804557800293, Eval Loss: 21.177732467651367
Epoch: 170, Loss: 0.9870133996009827, Eval Loss: 21.143102645874023
Epoch: 171, Loss: 0.9745726585388184, Eval Loss: 21.154834747314453
