Epoch: 1, Loss: 1329.382080078125, Eval Loss: -1
Epoch: 2, Loss: 202.72547912597656, Eval Loss: -1
Epoch: 3, Loss: 77.44942474365234, Eval Loss: -1
Epoch: 4, Loss: 52.821067810058594, Eval Loss: -1
Epoch: 5, Loss: 39.453548431396484, Eval Loss: -1
Epoch: 6, Loss: 31.432584762573242, Eval Loss: -1
Epoch: 7, Loss: 23.02577018737793, Eval Loss: -1
Epoch: 8, Loss: 21.4000244140625, Eval Loss: -1
Epoch: 9, Loss: 18.15684700012207, Eval Loss: -1
Epoch: 10, Loss: 15.988171577453613, Eval Loss: -1
Epoch: 11, Loss: 14.929555892944336, Eval Loss: -1
Epoch: 12, Loss: 11.541789054870605, Eval Loss: -1
Epoch: 13, Loss: 9.966964721679688, Eval Loss: -1
Epoch: 14, Loss: 8.879159927368164, Eval Loss: -1
Epoch: 15, Loss: 8.46377182006836, Eval Loss: -1
Epoch: 16, Loss: 8.16585922241211, Eval Loss: -1
Epoch: 17, Loss: 7.2896575927734375, Eval Loss: -1
Epoch: 18, Loss: 6.562443733215332, Eval Loss: -1
Epoch: 19, Loss: 6.264364242553711, Eval Loss: -1
Epoch: 20, Loss: 6.898557186126709, Eval Loss: -1
Epoch: 21, Loss: 5.544610023498535, Eval Loss: -1
Epoch: 22, Loss: 6.139843940734863, Eval Loss: -1
Epoch: 23, Loss: 5.760525703430176, Eval Loss: -1
Epoch: 24, Loss: 4.79151725769043, Eval Loss: -1
Epoch: 25, Loss: 5.462564945220947, Eval Loss: -1
Epoch: 26, Loss: 4.946334362030029, Eval Loss: -1
Epoch: 27, Loss: 3.7508318424224854, Eval Loss: -1
Epoch: 28, Loss: 3.804666757583618, Eval Loss: -1
Epoch: 29, Loss: 3.7194066047668457, Eval Loss: -1
Epoch: 30, Loss: 3.5439271926879883, Eval Loss: -1
Epoch: 31, Loss: 3.58091139793396, Eval Loss: -1
Epoch: 32, Loss: 4.48073673248291, Eval Loss: -1
Epoch: 33, Loss: 4.700545787811279, Eval Loss: -1
Epoch: 34, Loss: 3.8745791912078857, Eval Loss: -1
Epoch: 35, Loss: 3.722919464111328, Eval Loss: -1
Epoch: 36, Loss: 3.79120135307312, Eval Loss: -1
Epoch: 37, Loss: 4.438180446624756, Eval Loss: -1
Epoch: 38, Loss: 4.492502689361572, Eval Loss: -1
Epoch: 39, Loss: 4.213083744049072, Eval Loss: -1
Epoch: 40, Loss: 3.703327178955078, Eval Loss: -1
Epoch: 41, Loss: 3.5644121170043945, Eval Loss: -1
Epoch: 42, Loss: 2.774702548980713, Eval Loss: -1
Epoch: 43, Loss: 2.3543198108673096, Eval Loss: -1
Epoch: 44, Loss: 2.2730119228363037, Eval Loss: -1
Epoch: 45, Loss: 2.3250935077667236, Eval Loss: -1
Epoch: 46, Loss: 2.508410692214966, Eval Loss: -1
Epoch: 47, Loss: 2.6232261657714844, Eval Loss: -1
Epoch: 48, Loss: 2.745743751525879, Eval Loss: -1
Epoch: 49, Loss: 2.9806013107299805, Eval Loss: -1
Epoch: 50, Loss: 3.2940022945404053, Eval Loss: -1
Epoch: 51, Loss: 3.162269353866577, Eval Loss: -1
Epoch: 52, Loss: 3.0327861309051514, Eval Loss: -1
Epoch: 53, Loss: 2.4256222248077393, Eval Loss: -1
Epoch: 54, Loss: 2.2821991443634033, Eval Loss: -1
Epoch: 55, Loss: 2.5237982273101807, Eval Loss: -1
Epoch: 56, Loss: 2.5691134929656982, Eval Loss: -1
Epoch: 57, Loss: 2.383328437805176, Eval Loss: -1
Epoch: 58, Loss: 3.364565372467041, Eval Loss: -1
Epoch: 59, Loss: 2.8137447834014893, Eval Loss: -1
Epoch: 60, Loss: 2.1023354530334473, Eval Loss: -1
Epoch: 61, Loss: 2.2975168228149414, Eval Loss: -1
Epoch: 62, Loss: 2.06793475151062, Eval Loss: -1
Epoch: 63, Loss: 2.1789140701293945, Eval Loss: -1
Epoch: 64, Loss: 2.1521639823913574, Eval Loss: -1
Epoch: 65, Loss: 1.665439486503601, Eval Loss: -1
Epoch: 66, Loss: 1.3389002084732056, Eval Loss: -1
Epoch: 67, Loss: 1.2261704206466675, Eval Loss: -1
Epoch: 68, Loss: 1.2527985572814941, Eval Loss: -1
Epoch: 69, Loss: 1.3613321781158447, Eval Loss: -1
Epoch: 70, Loss: 1.6490198373794556, Eval Loss: -1
Epoch: 71, Loss: 1.627652645111084, Eval Loss: -1
Epoch: 72, Loss: 2.105018377304077, Eval Loss: -1
Epoch: 73, Loss: 1.9137003421783447, Eval Loss: -1
Epoch: 74, Loss: 2.4124717712402344, Eval Loss: -1
Epoch: 75, Loss: 2.5476701259613037, Eval Loss: -1
Epoch: 76, Loss: 2.096320867538452, Eval Loss: -1
Epoch: 77, Loss: 1.7773833274841309, Eval Loss: -1
Epoch: 78, Loss: 1.7397027015686035, Eval Loss: -1
Epoch: 79, Loss: 1.2190227508544922, Eval Loss: -1
Epoch: 80, Loss: 1.0081850290298462, Eval Loss: -1
Epoch: 81, Loss: 0.9075666666030884, Eval Loss: -1
Epoch: 82, Loss: 1.039215326309204, Eval Loss: -1
Epoch: 83, Loss: 0.9999801516532898, Eval Loss: -1
Epoch: 84, Loss: 0.9617192149162292, Eval Loss: -1
Epoch: 85, Loss: 0.8438390493392944, Eval Loss: -1
Epoch: 86, Loss: 0.8537991642951965, Eval Loss: -1
Epoch: 87, Loss: 0.891014575958252, Eval Loss: -1
Epoch: 88, Loss: 0.8783113956451416, Eval Loss: -1
Epoch: 89, Loss: 0.8447957038879395, Eval Loss: -1
Epoch: 90, Loss: 0.9148699045181274, Eval Loss: -1
Epoch: 91, Loss: 1.2235084772109985, Eval Loss: -1
Epoch: 92, Loss: 1.6240687370300293, Eval Loss: -1
Epoch: 93, Loss: 1.4610809087753296, Eval Loss: -1
Epoch: 94, Loss: 1.1114270687103271, Eval Loss: -1
Epoch: 95, Loss: 0.8613271117210388, Eval Loss: -1
