Epoch: 1, Loss: 949.11083984375, Eval Loss: -1
Epoch: 2, Loss: 381.35113525390625, Eval Loss: -1
Epoch: 3, Loss: 409.41949462890625, Eval Loss: -1
Epoch: 4, Loss: 365.57598876953125, Eval Loss: -1
Epoch: 5, Loss: 285.5348815917969, Eval Loss: -1
Epoch: 6, Loss: 230.66188049316406, Eval Loss: -1
Epoch: 7, Loss: 205.14332580566406, Eval Loss: -1
Epoch: 8, Loss: 182.77847290039062, Eval Loss: -1
Epoch: 9, Loss: 176.1950225830078, Eval Loss: -1
Epoch: 10, Loss: 161.67263793945312, Eval Loss: -1
Epoch: 11, Loss: 156.99533081054688, Eval Loss: -1
Epoch: 12, Loss: 147.92153930664062, Eval Loss: -1
Epoch: 13, Loss: 139.59022521972656, Eval Loss: -1
Epoch: 14, Loss: 136.8559112548828, Eval Loss: -1
Epoch: 15, Loss: 116.5599365234375, Eval Loss: -1
Epoch: 16, Loss: 110.27224731445312, Eval Loss: -1
Epoch: 17, Loss: 113.95751190185547, Eval Loss: -1
Epoch: 18, Loss: 104.64289855957031, Eval Loss: -1
Epoch: 19, Loss: 144.0434112548828, Eval Loss: -1
Epoch: 20, Loss: 147.7571258544922, Eval Loss: -1
Epoch: 21, Loss: 121.06914520263672, Eval Loss: -1
Epoch: 22, Loss: 115.03723907470703, Eval Loss: -1
Epoch: 23, Loss: 106.42849731445312, Eval Loss: -1
Epoch: 24, Loss: 104.80560302734375, Eval Loss: -1
Epoch: 25, Loss: 117.2291030883789, Eval Loss: -1
Epoch: 26, Loss: 91.07146453857422, Eval Loss: -1
Epoch: 27, Loss: 88.58911895751953, Eval Loss: -1
Epoch: 28, Loss: 85.23448181152344, Eval Loss: -1
Epoch: 29, Loss: 83.41363525390625, Eval Loss: -1
Epoch: 30, Loss: 71.40467071533203, Eval Loss: -1
Epoch: 31, Loss: 67.22728729248047, Eval Loss: -1
Epoch: 32, Loss: 64.9510269165039, Eval Loss: -1
Epoch: 33, Loss: 56.42369842529297, Eval Loss: -1
Epoch: 34, Loss: 60.44717025756836, Eval Loss: -1
Epoch: 35, Loss: 80.3946762084961, Eval Loss: -1
Epoch: 36, Loss: 62.924442291259766, Eval Loss: -1
Epoch: 37, Loss: 55.02890396118164, Eval Loss: -1
Epoch: 38, Loss: 49.753456115722656, Eval Loss: -1
Epoch: 39, Loss: 49.32133483886719, Eval Loss: -1
Epoch: 40, Loss: 44.222103118896484, Eval Loss: -1
Epoch: 41, Loss: 43.52406311035156, Eval Loss: -1
Epoch: 42, Loss: 45.20381164550781, Eval Loss: -1
Epoch: 43, Loss: 88.11395263671875, Eval Loss: -1
Epoch: 44, Loss: 61.74208068847656, Eval Loss: -1
Epoch: 45, Loss: 61.06298828125, Eval Loss: -1
Epoch: 46, Loss: 58.96146774291992, Eval Loss: -1
Epoch: 47, Loss: 53.43182373046875, Eval Loss: -1
Epoch: 48, Loss: 52.849735260009766, Eval Loss: -1
Epoch: 49, Loss: 46.977073669433594, Eval Loss: -1
Epoch: 50, Loss: 44.33180618286133, Eval Loss: -1
Epoch: 51, Loss: 43.419898986816406, Eval Loss: -1
Epoch: 52, Loss: 43.25992965698242, Eval Loss: -1
Epoch: 53, Loss: 38.52101135253906, Eval Loss: -1
Epoch: 54, Loss: 37.6195182800293, Eval Loss: -1
Epoch: 55, Loss: 34.148406982421875, Eval Loss: -1
Epoch: 56, Loss: 35.67206954956055, Eval Loss: -1
Epoch: 57, Loss: 36.813602447509766, Eval Loss: -1
Epoch: 58, Loss: 40.46259307861328, Eval Loss: -1
Epoch: 59, Loss: 34.89533233642578, Eval Loss: -1
Epoch: 60, Loss: 32.67213439941406, Eval Loss: -1
Epoch: 61, Loss: 36.830265045166016, Eval Loss: -1
Epoch: 62, Loss: 31.71086311340332, Eval Loss: -1
Epoch: 63, Loss: 39.63676071166992, Eval Loss: -1
Epoch: 64, Loss: 31.456594467163086, Eval Loss: -1
Epoch: 65, Loss: 28.14918327331543, Eval Loss: -1
Epoch: 66, Loss: 28.896852493286133, Eval Loss: -1
Epoch: 67, Loss: 35.77668762207031, Eval Loss: -1
Epoch: 68, Loss: 29.277339935302734, Eval Loss: -1
Epoch: 69, Loss: 28.25641632080078, Eval Loss: -1
Epoch: 70, Loss: 65.56568908691406, Eval Loss: -1
Epoch: 71, Loss: 48.61767578125, Eval Loss: -1
Epoch: 72, Loss: 49.24001693725586, Eval Loss: -1
Epoch: 73, Loss: 51.325950622558594, Eval Loss: -1
Epoch: 74, Loss: 40.52265930175781, Eval Loss: -1
Epoch: 75, Loss: 36.612762451171875, Eval Loss: -1
Epoch: 76, Loss: 58.998199462890625, Eval Loss: -1
Epoch: 77, Loss: 48.37346267700195, Eval Loss: -1
Epoch: 78, Loss: 42.45237350463867, Eval Loss: -1
Epoch: 79, Loss: 38.19260025024414, Eval Loss: -1
Epoch: 80, Loss: 32.735713958740234, Eval Loss: -1
Epoch: 81, Loss: 30.468341827392578, Eval Loss: -1
Epoch: 82, Loss: 45.87541580200195, Eval Loss: -1
Epoch: 83, Loss: 37.316253662109375, Eval Loss: -1
Epoch: 84, Loss: 39.22631072998047, Eval Loss: -1
Epoch: 85, Loss: 33.45774841308594, Eval Loss: -1
Epoch: 86, Loss: 39.42737579345703, Eval Loss: -1
Epoch: 87, Loss: 29.48059844970703, Eval Loss: -1
Epoch: 88, Loss: 28.269954681396484, Eval Loss: -1
Epoch: 89, Loss: 26.6539306640625, Eval Loss: -1
Epoch: 90, Loss: 26.19278335571289, Eval Loss: -1
Epoch: 91, Loss: 25.3714599609375, Eval Loss: -1
Epoch: 92, Loss: 28.04770278930664, Eval Loss: -1
Epoch: 93, Loss: 28.66920280456543, Eval Loss: -1
Epoch: 94, Loss: 29.041261672973633, Eval Loss: -1
