Epoch: 1, Loss: 393.0017395019531, Eval Loss: -1
Epoch: 2, Loss: 101.49691009521484, Eval Loss: -1
Epoch: 3, Loss: 62.63737487792969, Eval Loss: -1
Epoch: 4, Loss: 41.73249053955078, Eval Loss: -1
Epoch: 5, Loss: 31.676921844482422, Eval Loss: -1
Epoch: 6, Loss: 25.110315322875977, Eval Loss: -1
Epoch: 7, Loss: 18.37064552307129, Eval Loss: -1
Epoch: 8, Loss: 16.95206642150879, Eval Loss: -1
Epoch: 9, Loss: 15.839149475097656, Eval Loss: -1
Epoch: 10, Loss: 13.386735916137695, Eval Loss: -1
Epoch: 11, Loss: 13.644580841064453, Eval Loss: -1
Epoch: 12, Loss: 13.270177841186523, Eval Loss: -1
Epoch: 13, Loss: 12.117271423339844, Eval Loss: -1
Epoch: 14, Loss: 10.27749252319336, Eval Loss: -1
Epoch: 15, Loss: 9.947922706604004, Eval Loss: -1
Epoch: 16, Loss: 9.748379707336426, Eval Loss: -1
Epoch: 17, Loss: 8.965265274047852, Eval Loss: -1
Epoch: 18, Loss: 9.336543083190918, Eval Loss: -1
Epoch: 19, Loss: 9.472774505615234, Eval Loss: -1
Epoch: 20, Loss: 7.3824052810668945, Eval Loss: -1
Epoch: 21, Loss: 7.294900417327881, Eval Loss: -1
Epoch: 22, Loss: 6.1679863929748535, Eval Loss: -1
Epoch: 23, Loss: 6.394705772399902, Eval Loss: -1
Epoch: 24, Loss: 7.3335371017456055, Eval Loss: -1
Epoch: 25, Loss: 6.631981372833252, Eval Loss: -1
Epoch: 26, Loss: 6.262575149536133, Eval Loss: -1
Epoch: 27, Loss: 6.46486234664917, Eval Loss: -1
Epoch: 28, Loss: 5.383316993713379, Eval Loss: -1
Epoch: 29, Loss: 5.265925407409668, Eval Loss: -1
Epoch: 30, Loss: 5.081932544708252, Eval Loss: -1
Epoch: 31, Loss: 3.021002769470215, Eval Loss: -1
Epoch: 32, Loss: 2.2170588970184326, Eval Loss: -1
Epoch: 33, Loss: 1.9462543725967407, Eval Loss: -1
Epoch: 34, Loss: 1.9976636171340942, Eval Loss: -1
Epoch: 35, Loss: 1.9446046352386475, Eval Loss: -1
Epoch: 36, Loss: 1.8760398626327515, Eval Loss: -1
Epoch: 37, Loss: 1.9070109128952026, Eval Loss: -1
Epoch: 38, Loss: 2.154418468475342, Eval Loss: -1
Epoch: 39, Loss: 2.2239160537719727, Eval Loss: -1
Epoch: 40, Loss: 2.3154594898223877, Eval Loss: -1
Epoch: 41, Loss: 2.716722011566162, Eval Loss: -1
Epoch: 42, Loss: 2.182772636413574, Eval Loss: -1
Epoch: 43, Loss: 2.1166932582855225, Eval Loss: -1
Epoch: 44, Loss: 2.000875473022461, Eval Loss: -1
Epoch: 45, Loss: 2.0712592601776123, Eval Loss: -1
Epoch: 46, Loss: 2.2448959350585938, Eval Loss: -1
