Epoch: 1, Loss: 515.4124145507812, Eval Loss: -1
Epoch: 2, Loss: 97.67774963378906, Eval Loss: -1
Epoch: 3, Loss: 60.295345306396484, Eval Loss: -1
Epoch: 4, Loss: 38.9660758972168, Eval Loss: -1
Epoch: 5, Loss: 29.59395408630371, Eval Loss: -1
Epoch: 6, Loss: 28.48046875, Eval Loss: -1
Epoch: 7, Loss: 20.750106811523438, Eval Loss: -1
Epoch: 8, Loss: 17.163864135742188, Eval Loss: -1
Epoch: 9, Loss: 19.07628059387207, Eval Loss: -1
Epoch: 10, Loss: 16.66848373413086, Eval Loss: -1
Epoch: 11, Loss: 14.436723709106445, Eval Loss: -1
Epoch: 12, Loss: 15.01221752166748, Eval Loss: -1
Epoch: 13, Loss: 15.568164825439453, Eval Loss: -1
Epoch: 14, Loss: 12.977563858032227, Eval Loss: -1
Epoch: 15, Loss: 13.047835350036621, Eval Loss: -1
Epoch: 16, Loss: 10.8220853805542, Eval Loss: -1
Epoch: 17, Loss: 10.496902465820312, Eval Loss: -1
Epoch: 18, Loss: 9.378496170043945, Eval Loss: -1
Epoch: 19, Loss: 8.700959205627441, Eval Loss: -1
Epoch: 20, Loss: 9.60455322265625, Eval Loss: -1
Epoch: 21, Loss: 9.223341941833496, Eval Loss: -1
Epoch: 22, Loss: 7.350358009338379, Eval Loss: -1
Epoch: 23, Loss: 11.981881141662598, Eval Loss: -1
Epoch: 24, Loss: 9.461015701293945, Eval Loss: -1
Epoch: 25, Loss: 7.007062911987305, Eval Loss: -1
Epoch: 26, Loss: 8.070355415344238, Eval Loss: -1
Epoch: 27, Loss: 49.3707160949707, Eval Loss: -1
Epoch: 28, Loss: 20.47928237915039, Eval Loss: -1
Epoch: 29, Loss: 14.064200401306152, Eval Loss: -1
Epoch: 30, Loss: 11.664567947387695, Eval Loss: -1
Epoch: 31, Loss: 8.30991268157959, Eval Loss: -1
Epoch: 32, Loss: 7.297806739807129, Eval Loss: -1
Epoch: 33, Loss: 6.921572685241699, Eval Loss: -1
Epoch: 34, Loss: 7.512490272521973, Eval Loss: -1
Epoch: 35, Loss: 8.382761001586914, Eval Loss: -1
Epoch: 36, Loss: 6.511940002441406, Eval Loss: -1
Epoch: 37, Loss: 6.785274028778076, Eval Loss: -1
Epoch: 38, Loss: 5.9073309898376465, Eval Loss: -1
Epoch: 39, Loss: 5.472501277923584, Eval Loss: -1
Epoch: 40, Loss: 5.297231197357178, Eval Loss: -1
Epoch: 41, Loss: 4.995018482208252, Eval Loss: -1
Epoch: 42, Loss: 4.4438157081604, Eval Loss: -1
Epoch: 43, Loss: 4.55087947845459, Eval Loss: -1
Epoch: 44, Loss: 4.745123386383057, Eval Loss: -1
Epoch: 45, Loss: 4.126781463623047, Eval Loss: -1
Epoch: 46, Loss: 4.219038009643555, Eval Loss: -1
Epoch: 47, Loss: 4.253747940063477, Eval Loss: -1
Epoch: 48, Loss: 3.6845829486846924, Eval Loss: -1
Epoch: 49, Loss: 3.913780689239502, Eval Loss: -1
Epoch: 50, Loss: 3.957200288772583, Eval Loss: -1
Epoch: 51, Loss: 3.3617889881134033, Eval Loss: -1
Epoch: 52, Loss: 3.5086419582366943, Eval Loss: -1
Epoch: 53, Loss: 3.4883081912994385, Eval Loss: -1
Epoch: 54, Loss: 3.970154047012329, Eval Loss: -1
Epoch: 55, Loss: 3.334390163421631, Eval Loss: -1
Epoch: 56, Loss: 3.225213050842285, Eval Loss: -1
Epoch: 57, Loss: 3.0975582599639893, Eval Loss: -1
Epoch: 58, Loss: 3.0387156009674072, Eval Loss: -1
Epoch: 59, Loss: 3.570518970489502, Eval Loss: -1
Epoch: 60, Loss: 3.157655715942383, Eval Loss: -1
Epoch: 61, Loss: 2.3471105098724365, Eval Loss: -1
Epoch: 62, Loss: 1.7923036813735962, Eval Loss: -1
Epoch: 63, Loss: 1.6283538341522217, Eval Loss: -1
Epoch: 64, Loss: 1.7864261865615845, Eval Loss: -1
Epoch: 65, Loss: 1.7113405466079712, Eval Loss: -1
Epoch: 66, Loss: 1.6103137731552124, Eval Loss: -1
Epoch: 67, Loss: 1.547459363937378, Eval Loss: -1
Epoch: 68, Loss: 1.4547542333602905, Eval Loss: -1
Epoch: 69, Loss: 1.4320530891418457, Eval Loss: -1
Epoch: 70, Loss: 1.471637487411499, Eval Loss: -1
Epoch: 71, Loss: 1.3184490203857422, Eval Loss: -1
Epoch: 72, Loss: 1.4240128993988037, Eval Loss: -1
Epoch: 73, Loss: 1.4249950647354126, Eval Loss: -1
Epoch: 74, Loss: 1.2988656759262085, Eval Loss: -1
Epoch: 75, Loss: 1.4220727682113647, Eval Loss: -1
Epoch: 76, Loss: 1.4913065433502197, Eval Loss: -1
Epoch: 77, Loss: 1.4529595375061035, Eval Loss: -1
Epoch: 78, Loss: 1.1959948539733887, Eval Loss: -1
Epoch: 79, Loss: 1.300788164138794, Eval Loss: -1
Epoch: 80, Loss: 1.3088164329528809, Eval Loss: -1
Epoch: 81, Loss: 1.2530529499053955, Eval Loss: -1
Epoch: 82, Loss: 1.2878186702728271, Eval Loss: -1
Epoch: 83, Loss: 1.6290284395217896, Eval Loss: -1
Epoch: 84, Loss: 1.3223180770874023, Eval Loss: -1
Epoch: 85, Loss: 1.1991589069366455, Eval Loss: -1
Epoch: 86, Loss: 1.3468773365020752, Eval Loss: -1
Epoch: 87, Loss: 2.4028239250183105, Eval Loss: -1
Epoch: 88, Loss: 1.643912672996521, Eval Loss: -1
Epoch: 89, Loss: 1.4413905143737793, Eval Loss: -1
Epoch: 90, Loss: 1.3353911638259888, Eval Loss: -1
Epoch: 91, Loss: 0.9909495115280151, Eval Loss: -1
Epoch: 92, Loss: 0.8464619517326355, Eval Loss: -1
Epoch: 93, Loss: 0.8037174940109253, Eval Loss: -1
Epoch: 94, Loss: 0.6507410407066345, Eval Loss: -1
Epoch: 95, Loss: 0.6097962260246277, Eval Loss: -1
Epoch: 96, Loss: 0.6118575930595398, Eval Loss: -1
Epoch: 97, Loss: 0.6360159516334534, Eval Loss: -1
Epoch: 98, Loss: 0.6440950632095337, Eval Loss: -1
Epoch: 99, Loss: 0.6595398187637329, Eval Loss: -1
Epoch: 100, Loss: 0.6083532571792603, Eval Loss: -1
Epoch: 101, Loss: 0.6339786648750305, Eval Loss: -1
Epoch: 102, Loss: 0.5355530381202698, Eval Loss: -1
Epoch: 103, Loss: 0.5778610706329346, Eval Loss: -1
Epoch: 104, Loss: 0.6280243396759033, Eval Loss: -1
Epoch: 105, Loss: 0.6035270094871521, Eval Loss: -1
Epoch: 106, Loss: 0.56206876039505, Eval Loss: -1
Epoch: 107, Loss: 0.5251699686050415, Eval Loss: -1
Epoch: 108, Loss: 0.5526299476623535, Eval Loss: -1
Epoch: 109, Loss: 0.5594438910484314, Eval Loss: -1
Epoch: 110, Loss: 0.6906317472457886, Eval Loss: -1
Epoch: 111, Loss: 0.5498206615447998, Eval Loss: -1
Epoch: 112, Loss: 0.5290697813034058, Eval Loss: -1
Epoch: 113, Loss: 0.591126561164856, Eval Loss: -1
Epoch: 114, Loss: 0.5451031923294067, Eval Loss: -1
Epoch: 115, Loss: 0.5440995097160339, Eval Loss: -1
Epoch: 116, Loss: 0.5383202433586121, Eval Loss: -1
Epoch: 117, Loss: 0.5444416403770447, Eval Loss: -1
Epoch: 118, Loss: 0.4708213210105896, Eval Loss: -1
Epoch: 119, Loss: 0.49423280358314514, Eval Loss: -1
Epoch: 120, Loss: 0.5740856528282166, Eval Loss: -1
Epoch: 121, Loss: 0.6369218230247498, Eval Loss: -1
Epoch: 122, Loss: 0.6694018244743347, Eval Loss: -1
Epoch: 123, Loss: 0.498614102602005, Eval Loss: -1
Epoch: 124, Loss: 0.5130088925361633, Eval Loss: -1
Epoch: 125, Loss: 0.5416494011878967, Eval Loss: -1
Epoch: 126, Loss: 0.4479941427707672, Eval Loss: -1
Epoch: 127, Loss: 0.5209882259368896, Eval Loss: -1
Epoch: 128, Loss: 0.45233917236328125, Eval Loss: -1
Epoch: 129, Loss: 0.6092438101768494, Eval Loss: -1
Epoch: 130, Loss: 0.8540018796920776, Eval Loss: -1
Epoch: 131, Loss: 0.514647901058197, Eval Loss: -1
Epoch: 132, Loss: 0.6055186986923218, Eval Loss: -1
